,Movie_name,Release_Year,Time_duration'M',Imdb_Rating,Imdb_votes,Meta_score,movie_type,Director,Actors,Movie_Description,Decade
226, Pirates of the Caribbean: On Stranger Tides,2011,136,6.6,585000,45,PG-13,Rob Marshall,Johnny DeppPenélope CruzIan McShane,"Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too.",2010
227, The Spy Who Loved Me,1977,125,7,120000,55,PG,Lewis Gilbert,Roger MooreBarbara BachCurd Jürgens,"James Bond investigates the hijacking of British and Russian submarines carrying nuclear warheads, with the help of a K.G.B. agent whose lover he killed.",1970
228, From Russia with Love,1963,115,7.3,151000,83,PG,Terence Young,Sean ConneryRobert ShawLotte Lenya,James Bond willingly falls into an assassination plot involving a naive Russian beauty in order to retrieve a Soviet encryption device that was stolen by the organization Spectre.,1960
229, Cube,1997,90,7.1,255000,61,R,Vincenzo Natali,Nicole de BoerMaurice Dean WintDavid Hewlett,A group of strangers awaken to find themselves placed in a giant cube. Each one of them is gifted with a special skill and they must work together to escape an endless maze of deadly traps.,1990
230, Home Alone,1990,103,7.7,695000,63,PG,Chris Columbus,Macaulay CulkinJoe PesciDaniel Stern,"An eight-year-old troublemaker, mistakenly left home alone, must defend his home against a pair of burglars on Christmas Eve.",1990
231, Diamonds Are Forever,1971,120,6.5,118000,59,PG,Guy Hamilton,Sean ConneryJill St. JohnCharles Gray,A diamond smuggling investigation leads James Bond to Las Vegas where he uncovers an evil plot involving a rich business tycoon.,1970
232, The Hand That Rocks the Cradle,1992,110,6.7,51000,64,R,Curtis Hanson,Annabella SciorraRebecca De MornayMatt McCoy,"After her sex offender husband gets caught in the act and kills himself, an embittered pregnant widow loses her child, and embarks on a mission of vengeance against one of her husband's victims and the woman's family.",1990
233, Prometheus,2012,124,7,675000,64,R,Ridley Scott,Noomi RapaceLogan Marshall-GreenMichael Fassbender,"Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone.",2010
234, Lethal Weapon 2,1989,114,7.3,195000,70,R,Richard Donner,Mel GibsonDanny GloverJoe Pesci,Riggs and Murtaugh are on the trail of South African diplomats who are using their immunity to engage in criminal activities.,1980
235, Die Hard 2,1990,124,7.1,396000,67,R,Renny Harlin,Bruce WillisWilliam AthertonBonnie Bedelia,"John McClane attempts to avert disaster as rogue military operatives seize control of Dulles International Airport in Washington, D.C.",1990
236, The Crazies,2010,101,6.5,133000,56,R,Breck Eisner,Radha MitchellTimothy OlyphantDanielle Panabaker,"After a strange and insecure plane crash, an unusual toxic virus enters a quaint farming town. A young couple are quarantined, but they fight for survival along with help from a couple of people.",2010
237, Exam,2009,101,6.7,130000,65,Not Rated,Stuart Hazeldine,Adar BeckLuke MablyGemma Chan,"Eight candidates for a highly desirable corporate job are locked together in an exam room and given a final test with just one seemingly simple question. However, it doesn't take long for confusion to ensue and tensions to unravel.",2000
238, Closer,2004,104,7.2,244000,68.78,R,Mike Nichols,Natalie PortmanJude LawClive Owen,The relationships of two couples become complicated and deceitful when the man from one couple meets the woman of the other.,2000
239, Together,2000,106,7.4,25000,84,R,Lukas Moodysson,Lisa LindgrenMichael NyqvistEmma Samuelsson,"In 1975, the dynamics of a Swedish commune begin to change upon the arrival of a beaten wife and her two kids.",2000
240, Mamma Mia!,2008,108,6.5,290000,51,PG-13,Phyllida Lloyd,Meryl StreepPierce BrosnanAmanda Seyfried,"Donna, an independent hotelier, is preparing for her daughter's wedding with the help of two old friends. Meanwhile Sophie, the spirited bride, has a plan. She invites three men from her mother's past in hope of meeting her real father.",2000
241,300,2006,117,7.6,889000,52,R,Zack Snyder,Gerard ButlerLena HeadeyDavid Wenham,"In the ancient battle of Thermopylae, King Leonidas and 300 Spartans fight against Xerxes and his massive Persian army.",2000
242, High Tension,2003,91,6.7,80000,42,R,Alexandre Aja,Cécile de FranceMaïwennPhilippe Nahon,"Best friends Marie and Alexia decide to spend a quiet weekend at Alexia's parents' secluded farmhouse. But on the night of their arrival, the girls' idyllic getaway turns into an endless night of horror.",2000
243, Final Destination,2000,98,6.7,299000,39,R,James Wong,Devon SawaAli LarterKerr Smith,"After getting a premonition about a plane crash on his school trip, Alex, a student, saves a few of his classmates. However, their situation gets complicated when death starts chasing them.",2000
244, I Know What You Did Last Summer,1997,101,5.8,165000,52,R,Jim Gillespie,Jennifer Love HewittSarah Michelle GellarAnne Heche,Four young friends bound by a tragic accident are reunited when they find themselves being stalked by a hook-wielding maniac in their small seaside town.,1990
245," Me, Myself & Irene",2000,116,6.6,258000,49,R,sBobby FarrellyPeter Farrelly,Jim CarreyRenée ZellwegerAnthony Anderson,A nice-guy cop with Dissociative Identity Disorder must protect a woman on the run from a corrupt ex-boyfriend and his associates.,2000
246, The Darjeeling Limited,2007,91,7.2,223000,67,R,Wes Anderson,Owen WilsonAdrien BrodyJason Schwartzman,"A year after their father's funeral, three brothers travel across India by train in an attempt to bond with each other.",2000
247, Fear,1996,97,6.2,58000,51,R,James Foley,Mark WahlbergReese WitherspoonWilliam Petersen,"When Nicole met handsome, charming, affectionate David, he was everything. It seemed perfect, but soon she sees that David has a darker side. And his adoration turns to obsession, their dream into a nightmare, and her love into fear.",1990
248, Planet Terror,2007,105,7,228000,68.78,R,Robert Rodriguez,Rose McGowanFreddy RodríguezJosh Brolin,"After an experimental bio-weapon is released, turning thousands into zombie-like creatures, it's up to a rag-tag group of survivors to stop the infected and those behind its release.",2000
249, The Descent,2005,99,7.2,259000,71,R,Neil Marshall,Shauna MacdonaldNatalie MendozaAlex Reid,"A caving expedition goes horribly wrong, as the explorers become trapped and ultimately pursued by a strange breed of predators.",2000
